tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
22-07-2026,06:00,24.0,Cerah Berawan,55.0,7.7
22-07-2026,07:00,24.0,Cerah Berawan,55.0,7.7
22-07-2026,08:00,24.0,Cerah Berawan,55.0,7.7
22-07-2026,09:00,24.0,Cerah Berawan,55.0,7.7
22-07-2026,10:00,24.0,Cerah Berawan,55.0,7.7
22-07-2026,11:00,26.0,Cerah Berawan,43.0,10.9
22-07-2026,12:00,26.0,Cerah Berawan,43.0,10.9
22-07-2026,13:00,26.0,Cerah Berawan,43.0,10.9
22-07-2026,14:00,25.0,Cerah,53.0,9.1
22-07-2026,15:00,25.0,Cerah,53.0,9.1
22-07-2026,16:00,25.0,Cerah,53.0,9.1
22-07-2026,17:00,20.0,Cerah Berawan,79.0,6.9
22-07-2026,18:00,20.0,Cerah Berawan,79.0,6.9
22-07-2026,19:00,20.0,Cerah Berawan,79.0,6.9
22-07-2026,20:00,18.0,Cerah,90.0,2.1
22-07-2026,21:00,18.0,Cerah,90.0,2.1
22-07-2026,22:00,18.0,Cerah,90.0,2.1
22-07-2026,23:00,18.0,Cerah,90.0,2.1
