tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
29-07-2026,06:00,25.0,Berawan,56.0,4.3
29-07-2026,07:00,25.0,Berawan,56.0,4.3
29-07-2026,08:00,25.0,Berawan,56.0,4.3
29-07-2026,09:00,25.0,Berawan,56.0,4.3
29-07-2026,10:00,25.0,Berawan,56.0,4.3
29-07-2026,11:00,28.0,Berawan,47.0,11.7
29-07-2026,12:00,28.0,Berawan,47.0,11.7
29-07-2026,13:00,28.0,Berawan,47.0,11.7
29-07-2026,14:00,26.0,Cerah Berawan,58.0,12.9
29-07-2026,15:00,26.0,Cerah Berawan,58.0,12.9
29-07-2026,16:00,26.0,Cerah Berawan,58.0,12.9
29-07-2026,17:00,22.0,Cerah,80.0,9.1
29-07-2026,18:00,22.0,Cerah,80.0,9.1
29-07-2026,19:00,22.0,Cerah,80.0,9.1
29-07-2026,20:00,20.0,Cerah,89.0,1.2
29-07-2026,21:00,20.0,Cerah,89.0,1.2
29-07-2026,22:00,20.0,Cerah,89.0,1.2
29-07-2026,23:00,20.0,Cerah,89.0,1.2
