tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-09-2026,00:00,25.0,Cerah,81.0,2.2
01-09-2026,01:00,25.0,Cerah,81.0,2.2
01-09-2026,02:00,25.0,Cerah,81.0,2.2
01-09-2026,03:00,24.0,Cerah,88.0,1.2
01-09-2026,04:00,24.0,Cerah,88.0,1.2
01-09-2026,05:00,24.0,Cerah,88.0,1.2
01-09-2026,06:00,28.0,Cerah,61.0,2.6
01-09-2026,07:00,28.0,Cerah,61.0,2.6
01-09-2026,08:00,28.0,Cerah,61.0,2.6
01-09-2026,09:00,34.0,Cerah,43.0,15.4
01-09-2026,10:00,34.0,Cerah,43.0,15.4
01-09-2026,11:00,34.0,Cerah,43.0,15.4
01-09-2026,12:00,34.0,Cerah,45.0,15.4
01-09-2026,13:00,34.0,Cerah,45.0,15.4
01-09-2026,14:00,34.0,Cerah,45.0,15.4
01-09-2026,15:00,30.0,Cerah,61.0,13.0
01-09-2026,16:00,30.0,Cerah,61.0,13.0
01-09-2026,17:00,30.0,Cerah,61.0,13.0
01-09-2026,18:00,28.0,Cerah,75.0,13.0
01-09-2026,19:00,28.0,Cerah,75.0,13.0
01-09-2026,20:00,28.0,Cerah,75.0,13.0
01-09-2026,21:00,26.0,Cerah,78.0,1.4
01-09-2026,22:00,26.0,Cerah,78.0,1.4
01-09-2026,23:00,26.0,Cerah,78.0,1.4
