tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-08-2026,00:00,19.0,Berawan,95.0,2.6
20-08-2026,01:00,19.0,Berawan,95.0,2.6
20-08-2026,02:00,19.0,Berawan,85.0,2.3
20-08-2026,03:00,19.0,Berawan,85.0,2.3
20-08-2026,04:00,19.0,Berawan,85.0,2.3
20-08-2026,05:00,20.0,Cerah Berawan,83.0,3.0
20-08-2026,06:00,20.0,Cerah Berawan,83.0,3.0
20-08-2026,07:00,20.0,Cerah Berawan,83.0,3.0
20-08-2026,08:00,26.0,Cerah,62.0,5.6
20-08-2026,09:00,26.0,Cerah,62.0,5.6
20-08-2026,10:00,26.0,Cerah,62.0,5.6
20-08-2026,11:00,27.0,Cerah,49.0,6.3
20-08-2026,12:00,27.0,Cerah,49.0,6.3
20-08-2026,13:00,27.0,Cerah,49.0,6.3
20-08-2026,14:00,25.0,Cerah,59.0,7.3
20-08-2026,15:00,25.0,Cerah,59.0,7.3
20-08-2026,16:00,25.0,Cerah,59.0,7.3
20-08-2026,17:00,22.0,Cerah,81.0,3.7
20-08-2026,18:00,22.0,Cerah,81.0,3.7
20-08-2026,19:00,22.0,Cerah,81.0,3.7
20-08-2026,20:00,21.0,Cerah,90.0,3.8
20-08-2026,21:00,21.0,Cerah,90.0,3.8
20-08-2026,22:00,21.0,Cerah,90.0,3.8
20-08-2026,23:00,21.0,Cerah,90.0,3.8
