tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-09-2026,13:00,23.0,Cerah Berawan,80.0,3.7
26-09-2026,14:00,23.0,Cerah Berawan,80.0,3.7
26-09-2026,15:00,23.0,Cerah Berawan,80.0,3.7
26-09-2026,16:00,23.0,Cerah Berawan,80.0,3.7
26-09-2026,17:00,23.0,Cerah Berawan,80.0,3.7
26-09-2026,18:00,21.0,Cerah Berawan,92.0,2.1
26-09-2026,19:00,21.0,Cerah Berawan,92.0,2.1
26-09-2026,20:00,21.0,Cerah Berawan,92.0,2.1
26-09-2026,21:00,20.0,Cerah Berawan,92.0,1.6
26-09-2026,22:00,20.0,Cerah Berawan,92.0,1.6
26-09-2026,23:00,20.0,Cerah Berawan,92.0,1.6
